sample_alias	experiment_id	experiment_name	sample_id	experiment_type	access_status	studies	publications	platform	instrument_model	protocol_label	library_strategy	library_source	library_selection	library_layout	insert_size	read_length	filepath	sample_alias	replicate
643185023-TONG-0	6814	SRS049211	6291	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		643185023-TONG-0	0
722859603-BUCC-0	6815	SRS077386	6500	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		722859603-BUCC-0	0
486505039-SUPRA-71	6816	SRS893282	6581	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		486505039-SUPRA-71	0
159429842-ST-0	6817	SRS1041122	4764	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159429842-ST-0	0
901775393-SUPRA-181	6818	SRS149237	6384	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		901775393-SUPRA-181	0
764791260-TONG-268	6819	SRS077016	5766	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764791260-TONG-268	0
764062976-PFORN-443	6820	SRS144219	5564	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764062976-PFORN-443	0
765377934-PFORN-0	6821	SRS019285	5969	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765377934-PFORN-0	0
765337473-TONG-289	6822	SRS105136	5948	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765337473-TONG-289	0
158944319-ST-278	6823	SRS1041157	4650	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158944319-ST-278	0
160259276-PFORN-0	6824	SRS018488	4943	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160259276-PFORN-0	0
682102541-BUCC-162	6825	SRS146769	6399	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		682102541-BUCC-162	0
764062976-BUCC-443	6826	SRS144196	5568	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764062976-BUCC-443	0
268204421-TONG-2	6827	SRS077239	6468	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		268204421-TONG-2	0
764508039-BUCC-408	6828	SRS144017	5726	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764508039-BUCC-408	0
355657046-NASAL-232	6829	SRS143100	6122	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		355657046-NASAL-232	0
643185023-ST-0	6830	SRS045324	6290	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		643185023-ST-0	0
764143897-ST-2	6831	SRS015246	5596	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764143897-ST-2	0
370027359-ST-0	6832	SRS055017	6110	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		370027359-ST-0	0
370027359-NASAL-287	6833	SRS147268	6107	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		370027359-NASAL-287	0
763456073-SUPRA-323	6834	SRS045763	5351	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763456073-SUPRA-323	0
182518224-ST-30	6835	SRS893342	6675	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		182518224-ST-30	0
823052294-ST-213	6836	SRS105082	6193	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		823052294-ST-213	0
763901136-BUCC-451	6837	SRS148152	5488	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763901136-BUCC-451	0
370027359-BUCC-231	6838	SRS143039	6117	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		370027359-BUCC-231	0
289996019-PTON-105	6839	SRS065306	6078	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		289996019-PTON-105	0
158883629-TONG-404	6840	SRS075433	4634	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158883629-TONG-404	0
393523607-BUCC-0	6841	SRS050071	6060	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		393523607-BUCC-0	0
516889361-BUCC-227	6842	SRS148096	6304	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		516889361-BUCC-227	0
160461578-BUCC-0	6843	SRS017630	5014	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160461578-BUCC-0	0
159146620-SUPRA-378	6844	SRS075033	4672	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159146620-SUPRA-378	0
765377934-SAL-324	6845	SRS147126	5964	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765377934-SAL-324	0
158964549-ST-0	6846	SRS1041095	4657	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158964549-ST-0	0
763880905-ST-0	6847	SRS014948	5480	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763880905-ST-0	0
763577454-ST-36	6848	SRS015095	5394	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-ST-36	0
436584885-SUPRA-35	6849	SRS893335	6686	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		436584885-SUPRA-35	0
764245047-PFORN-336	6850	SRS149594	5601	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764245047-PFORN-336	0
765519544-NASAL-276	6851	SRS104974	6003	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765519544-NASAL-276	0
159510762-SUPRA-203	6852	SRS024119	4791	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159510762-SUPRA-203	0
158013734-ST-0	6853	SRS1041032	4528	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158013734-ST-0	0
763638144-THRO-309	6854	SRS062668	5407	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763638144-THRO-309	0
823052294-NASAL-246	6855	SRS143841	6201	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		823052294-NASAL-246	0
160987560-SUPRA-378	6856	SRS893376	5121	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160987560-SUPRA-378	0
764245047-TONG-1	6857	SRS015484	5606	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764245047-TONG-1	0
160056975-ST-392	6858	SRS101268	4908	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160056975-ST-392	0
668248235-TONG-7	6859	SRS046595	6269	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		668248235-TONG-7	0
765276783-TONG-350	6860	SRS148724	5929	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765276783-TONG-350	0
158883629-ST-0	6861	SRS1041093	4628	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158883629-ST-0	0
797461496-ST-112	6862	SRS893187	5295	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		797461496-ST-112	0
208027353-NASAL-0	6863	SRS053863	6229	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		208027353-NASAL-0	0
638754422-ST-161	6864	SRS042600	5141	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		638754422-ST-161	0
465578759-PFORN-0	6865	SRS053741	6334	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		465578759-PFORN-0	0
160663879-TONG-0	6866	SRS020277	5082	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160663879-TONG-0	0
764366428-BUCC-395	6867	SRS143751	5663	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764366428-BUCC-395	0
508703490-SUPRA-274	6868	SRS147745	6088	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		508703490-SUPRA-274	0
901775393-THRO-1	6869	SRS063140	6387	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		901775393-THRO-1	0
764851951-TONG-0	6870	SRS149882	5780	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764851951-TONG-0	0
159733294-TONG-450	6871	SRS144759	4857	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159733294-TONG-450	0
158155345-ST-0	6872	SRS1041031	4536	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158155345-ST-0	0
764083206-ST-0	6873	SRS015453	5581	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764083206-ST-0	0
158458797-ST-0	6874	SRS1041092	4580	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158458797-ST-0	0
646253328-PFORN-0	6875	SRS1055044	6636	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		646253328-PFORN-0	0
561079058-SUPRA-140	6876	SRS147670	6367	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		561079058-SUPRA-140	0
763395383-ST-352	6877	SRS063370	5312	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763395383-ST-352	0
764062976-NASAL-286	6878	SRS063005	5575	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764062976-NASAL-286	0
886389417-NASAL-0	6879	SRS893356	6668	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		886389417-NASAL-0	0
765074482-BUCC-0	6880	SRS016322	5829	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765074482-BUCC-0	0
336497421-TONG-217	6881	SRS1055023	5208	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		336497421-TONG-217	0
765398164-BUCC-0	6882	SRS019172	5980	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765398164-BUCC-0	0
932979671-TONG-63	6883	SRS893254	6520	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		932979671-TONG-63	0
488228756-BUCC-0	6884	SRS075872	6459	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		488228756-BUCC-0	0
158883629-ST-271	6885	SRS1041149	4623	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158883629-ST-271	0
765398164-TONG-0	6886	SRS019170	5983	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765398164-TONG-0	0
159733294-PFORN-450	6887	SRS144774	4858	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159733294-PFORN-450	0
596625983-TONG-0	6888	SRS893291	6615	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		596625983-TONG-0	0
763516763-ST-0	6889	SRS013940	5329	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763516763-ST-0	0
763982056-TONG-0	6890	SRS015296	5518	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763982056-TONG-0	0
159429842-ST-0	6891	SRS016437	4764	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159429842-ST-0	0
765539774-ST-0	6892	SRS019693	5998	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765539774-ST-0	0
525622796-TONG-133	6893	SRS149078	6535	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		525622796-TONG-133	0
596625983-SUPRA-84	6894	SRS893328	6604	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		596625983-SUPRA-84	0
612472597-ST-0	6895	SRS049446	6273	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		612472597-ST-0	0
857980665-PFORN-0	6896	SRS049541	6209	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		857980665-PFORN-0	0
159227541-SUPRA-0	6897	SRS1041117	4706	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159227541-SUPRA-0	0
612472597-PFORN-192	6898	SRS149343	6285	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		612472597-PFORN-192	0
765216093-BUCC-308	6899	SRS104041	5899	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765216093-BUCC-308	0
159389382-SUPRA-357	6900	SRS077922	4752	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159389382-SUPRA-357	0
159146620-ST-0	6901	SRS1041112	4671	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159146620-ST-0	0
643185023-PFORN-233	6902	SRS148318	6295	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		643185023-PFORN-233	0
763638144-TONG-0	6903	SRS014528	5409	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763638144-TONG-0	0
612472597-BUCC-1	6904	SRS057931	6272	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		612472597-BUCC-1	0
857980665-ST-254	6905	SRS148461	6206	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		857980665-ST-254	0
763577454-ST-0	6906	SRS014459	5382	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763577454-ST-0	0
765256553-BUCC-0	6907	SRS018822	5917	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765256553-BUCC-0	0
993302508-ST-0	6908	SRS076876	6491	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		993302508-ST-0	0
159227541-NASAL-371	6909	SRS078235	4694	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159227541-NASAL-371	0
525622796-PFORN-12	6910	SRS098039	6537	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		525622796-PFORN-12	0
268204421-ST-0	6911	SRS077231	6471	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		268204421-ST-0	0
488228756-ST-4	6912	SRS075878	6458	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		488228756-ST-4	0
763820215-ST-360	6913	SRS077364	5415	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763820215-ST-360	0
875002022-ST-156	6914	SRS148511	6379	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		875002022-ST-156	0
159389382-NASAL-0	6915	SRS971427	4760	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159389382-NASAL-0	0
764346198-TONG-1	6916	SRS015590	5675	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764346198-TONG-1	0
764245047-PFORN-0	6917	SRS015481	5607	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764245047-PFORN-0	0
739574095-MIDVAG-105	6918	SRS143014	6361	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		739574095-MIDVAG-105	0
765539774-PFORN-295	6919	SRS104102	5991	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765539774-PFORN-295	0
355657046-TONG-232	6920	SRS143088	6118	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		355657046-TONG-232	0
550534656-SUPRA-189	6921	SRS098482	6177	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		550534656-SUPRA-189	0
159227541-BUCC-0	6922	SRS1041115	4707	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159227541-BUCC-0	0
159227541-ST-254	6923	SRS048654	4701	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159227541-ST-254	0
393523607-SUPRA-0	6924	SRS043454	6059	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		393523607-SUPRA-0	0
159450072-ST-0	6925	SRS016897	4767	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159450072-ST-0	0
763476303-ST-199	6926	SRS046717	5315	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763476303-ST-199	0
561079058-PTON-0	6927	SRS064831	6373	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		561079058-PTON-0	0
596625983-TONG-84	6928	SRS893321	6606	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		596625983-TONG-84	0
763721271-BUCC-154	6929	SRS1055085	5274	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		763721271-BUCC-154	0
643185023-BUCC-0	6930	SRS050783	6292	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		643185023-BUCC-0	0
355657046-BUCC-232	6931	SRS143090	6120	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		355657046-BUCC-232	0
316129862-SUPRA-56	6932	SRS893361	6643	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		316129862-SUPRA-56	0
764467579-SUB-364	6933	SRS098626	5697	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764467579-SUB-364	0
764366428-ST-0	6934	SRS016132	5649	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764366428-ST-0	0
612472597-NASAL-141	6935	SRS098078	6278	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		612472597-NASAL-141	0
208027353-SUPRA-1	6936	SRS056951	6230	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		208027353-SUPRA-1	0
