""	"ASV_name"	"size"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"consensus_taxonomy"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"log10P"	"significant"	"local_OTU_size"	"local_sample_count"
"ASV_12981"	"ASV_12981"	2184	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"FAM_Parvimonas"	"Parvimonas"	"Parvimonas micra"	"Bacteria;Firmicutes;Clostridia;Clostridiales;FAM_Parvimonas;Parvimonas;Parvimonas micra"	0.79374518393491	9.23235735162932	1.19183790945107	0.274959141444226	0.501396081457118	0.560731836946686	"FALSE"	2159	34
"ASV_06902"	"ASV_06902"	6727	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	-0.612879574982871	10.4328113007509	1.18296923437602	0.276752346426331	0.501551008294091	0.5579086882968	"FALSE"	6269	52
"ASV_18961"	"ASV_18961"	1759	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.02649675354815	9.33384782111439	1.18200831888537	0.276947520708881	0.501551008294091	0.557602518393345	"FALSE"	1759	28
"ASV_01541"	"ASV_01541"	3143	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella salivae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella salivae"	-0.544584438903669	9.70833740039907	1.17528858659979	0.278317237009375	0.502305424328563	0.555459895691692	"FALSE"	3063	34
"ASV_18551"	"ASV_18551"	15382	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.621843842003535	12.2068635401399	1.15823107525574	0.281832702146229	0.506587310435328	0.55000861542239	"FALSE"	15340	138
"ASV_18040"	"ASV_18040"	1458	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	NA	NA	"Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae"	0.810118260895923	9.26502186759784	1.15448485955709	0.282612275650828	0.506587310435328	0.548808977902783	"FALSE"	1458	23
"ASV_06899"	"ASV_06899"	18004	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	-0.477108438584881	12.3141048260026	1.13776046404365	0.286126050541719	0.510625441477994	0.543442599756863	"FALSE"	17076	171
"ASV_13413"	"ASV_13413"	6395	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	0.90365269866482	11.1001195829234	1.13118451783686	0.28752282008992	0.510625441477994	0.541327680554089	"FALSE"	6059	77
"ASV_18499"	"ASV_18499"	5556	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.724312552568243	11.1373753997225	1.13001643526019	0.287771833242816	0.510625441477994	0.540951716535125	"FALSE"	5514	82
"ASV_09922"	"ASV_09922"	41594	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.510354740076715	13.3203872211155	1.10121898544685	0.293998743536833	0.519923952496346	0.531654525629292	"FALSE"	39757	140
"ASV_05555"	"ASV_05555"	7649	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-0.626965389011506	10.9224944454953	1.08020195768546	0.298652381082027	0.525985506535002	0.524834018379949	"FALSE"	7002	59
"ASV_11311"	"ASV_11311"	7931	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	-0.657397926907174	11.3282991770191	1.07676449602786	0.299422489488616	0.525985506535002	0.523715583104531	"FALSE"	7636	82
"ASV_13374"	"ASV_13374"	1543	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	-0.398553207056855	9.06704977456755	1.06833306553838	0.301322270552249	0.526166422700417	0.520968768690013	"FALSE"	1466	30
"ASV_11768"	"ASV_11768"	6240	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	0.422387492159347	10.5536899590772	1.0642008300394	0.302259024768941	0.526166422700417	0.519620723225375	"FALSE"	5924	59
"ASV_10805"	"ASV_10805"	34261	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.375609710475786	13.102473814093	1.05288528112283	0.304843515322437	0.526166422700417	0.51592303892199	"FALSE"	32744	237
"ASV_15687"	"ASV_15687"	2097	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella shahii"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella shahii"	0.698985108951354	9.46726852703242	1.05209864196807	0.305024245436074	0.526166422700417	0.515665638552879	"FALSE"	2097	30
"ASV_10891"	"ASV_10891"	16249	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.547230466038728	12.1150010917385	1.05022946022842	0.30545424603533	0.526166422700417	0.515053833482054	"FALSE"	15491	107
"ASV_12231"	"ASV_12231"	3382	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Selenomonas"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas"	-0.652634767326288	10.072584771472	1.049961354757	0.305515987374436	0.526166422700417	0.514966058590566	"FALSE"	3382	45
"ASV_19141"	"ASV_19141"	61926	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.408568997831995	14.1969595450092	1.03205088722098	0.309677459566508	0.528419847096555	0.50909040440149	"FALSE"	61037	232
"ASV_19031"	"ASV_19031"	4830	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.616670569984188	10.2588047769695	1.03196905608988	0.309696641331037	0.528419847096555	0.509063504553793	"FALSE"	4429	68
"ASV_05212"	"ASV_05212"	2468	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	NA	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter"	-0.503886403323994	9.27324333286548	1.03138961694705	0.30983250996743	0.528419847096555	0.508873014728185	"FALSE"	2450	33
"ASV_19954"	"ASV_19954"	2847	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	0.586979934656703	10.1963401449654	1.0063656186562	0.315775101418827	0.535120642895417	0.500622116704893	"FALSE"	2847	43
"ASV_02984"	"ASV_02984"	1908	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens"	-0.880852758123951	9.45179765891665	1.00629426578966	0.315792257951565	0.535120642895417	0.50059852147823	"FALSE"	1899	27
"ASV_19138"	"ASV_19138"	46997	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.428663760921246	13.6082804226915	0.999397182490497	0.317456416030441	0.536216446307828	0.498315891086217	"FALSE"	46292	215
"ASV_19572"	"ASV_19572"	1672	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Selenomonas"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas"	-0.666237016920859	9.58063427522678	0.992599289135541	0.31910791429064	0.537283932367947	0.496062424605831	"FALSE"	1672	26
"ASV_18598"	"ASV_18598"	2782	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.764481515762043	9.75159320121128	0.978807640549761	0.322493357886879	0.541254775816513	0.491479225719513	"FALSE"	2722	36
"ASV_20344"	"ASV_20344"	2878	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.472250659489047	10.0214237572458	0.974255847485878	0.323621071438817	0.541423189359544	0.489963208593532	"FALSE"	2875	39
"ASV_10975"	"ASV_10975"	5685	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.608241796901529	10.3316075857538	0.966716236149182	0.325500507769483	0.542844201248473	0.487448329610958	"FALSE"	5319	76
"ASV_17434"	"ASV_17434"	1430	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	0.0885096860242638	8.85267529047535	0.960781652888244	0.326990019458488	0.543608013421524	0.485465502875659	"FALSE"	1430	25
"ASV_18956"	"ASV_18956"	4060	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.869495288766334	10.3198144557587	0.948811369509968	0.330022037610883	0.546194015210476	0.481457058627438	"FALSE"	4060	39
"ASV_09815"	"ASV_09815"	22427	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.427806107316845	12.5848821335999	0.94514899818347	0.330957159564717	0.546194015210476	0.480228219422984	"FALSE"	18643	187
"ASV_19991"	"ASV_19991"	1926	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	-0.732026588823698	9.62748945124265	0.938593290316675	0.332639874141305	0.546194015210476	0.478025692333635	"FALSE"	1926	31
"ASV_01721"	"ASV_01721"	10841	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	-0.509489247312278	11.5195005920172	0.938393902933996	0.33269123127621	0.546194015210476	0.477958645655197	"FALSE"	10619	112
"ASV_19137"	"ASV_19137"	18454	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.595663065509613	12.1161241783794	0.913056197756731	0.339304817852395	0.554110744529394	0.469409973682749	"FALSE"	18400	85
"ASV_14303"	"ASV_14303"	18259	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.67631380185732	11.8307700213515	0.911786798699424	0.339640772552336	0.554110744529394	0.468980179936906	"FALSE"	17108	57
"ASV_20346"	"ASV_20346"	7693	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.447556085553451	11.6613927982369	0.907289406745377	0.340834643243641	0.554110744529394	0.467456268937911	"FALSE"	7642	89
"ASV_13470"	"ASV_13470"	1375	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	0.496531046087302	8.68638256864452	0.903971064027814	0.341719149852093	0.554110744529394	0.466330682769698	"FALSE"	1375	28
"ASV_11766"	"ASV_11766"	1950	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	-0.182408455019736	8.87495896106907	0.89826229138427	0.343248082372716	0.554882636228287	0.464391880361489	"FALSE"	1908	28
"ASV_19259"	"ASV_19259"	2035	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	-0.724804124231593	9.53662138623883	0.883174840701734	0.347333588196528	0.559770033576667	0.459253217083494	"FALSE"	2035	29
"ASV_18957"	"ASV_18957"	5989	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.750877892621404	11.0047752938832	0.877331094158464	0.348933714589525	0.56063435240451	0.457257066227451	"FALSE"	5989	52
"ASV_17006"	"ASV_17006"	4403	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-0.574475640252965	10.1730382787729	0.861283392307911	0.353379792460837	0.565258317857402	0.451758288654012	"FALSE"	4360	46
"ASV_02600"	"ASV_02600"	6136	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	0.668622398639313	10.031211600258	0.859220855725056	0.353956821428734	0.565258317857402	0.451049713564511	"FALSE"	5850	47
"ASV_19294"	"ASV_19294"	3140	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	0.39304878316196	9.54381151353949	0.84933803722879	0.356739671277746	0.567981289315323	0.447648592206356	"FALSE"	3104	28
"ASV_04960"	"ASV_04960"	1229	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium brachy"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium brachy"	-0.442860256705572	8.57528544392166	0.834267350352469	0.361041475516917	0.573098968666913	0.442442904594421	"FALSE"	1229	23
"ASV_14295"	"ASV_14295"	9727	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.179404791568615	10.8087208719488	0.812936058898408	0.367253625338064	0.580278621624092	0.435033908385779	"FALSE"	8848	26
"ASV_11763"	"ASV_11763"	8666	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	-0.568627016892876	11.1761235648263	0.811196584213519	0.367766716551132	0.580278621624092	0.434427577632617	"FALSE"	8350	98
"ASV_17264"	"ASV_17264"	2253	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces graevenitzii"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces graevenitzii"	-0.398881372074967	9.61865090475896	0.805435017743335	0.369473340255354	0.581231194968871	0.432416893122191	"FALSE"	2246	38
"ASV_11305"	"ASV_11305"	2157	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"FAM_Gemella"	"Gemella"	NA	"Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella"	0.676616292254588	9.40965173765691	0.798316213181479	0.37159727136221	0.582832625023467	0.42992748368993	"FALSE"	2155	30
"ASV_06664"	"ASV_06664"	3254	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces graevenitzii"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces graevenitzii"	-0.227435080658772	9.53578132931725	0.768259679355154	0.380755973444746	0.593882937274105	0.419353274561214	"FALSE"	3044	36
"ASV_04765"	"ASV_04765"	2703	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas gingivalis"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis"	-0.89978362652742	9.91603879649606	0.767806592529823	0.38089645692343	0.593882937274105	0.419193067102141	"FALSE"	2617	37
"ASV_09917"	"ASV_09917"	52393	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.315253304523668	13.7739591458335	0.755215967389347	0.384829832590007	0.598245786946707	0.414731268164842	"FALSE"	50016	234
"ASV_17290"	"ASV_17290"	1482	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces"	-0.901693633667246	9.01342281163645	0.746748977828418	0.387507479642302	0.600636593445569	0.411719910355017	"FALSE"	1445	27
"ASV_19140"	"ASV_19140"	18298	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.578130621006198	12.1816583349162	0.740946226843079	0.38935793643663	0.601734992674792	0.409650968481623	"FALSE"	18280	75
"ASV_19027"	"ASV_19027"	1984	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.604525488930954	9.53000290322172	0.730940751493776	0.392578424193593	0.60485987053153	0.406073572568798	"FALSE"	1933	46
"ASV_01542"	"ASV_01542"	2796	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella salivae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella salivae"	-0.120113574768681	9.35146463928216	0.727559486192511	0.393675399605911	0.60485987053153	0.404861723003038	"FALSE"	2636	28
"ASV_19214"	"ASV_19214"	1586	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Dialister"	"Dialister invisus"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;Dialister invisus"	-0.768769194803624	9.57735541096391	0.709677706837041	0.399550826174521	0.612102573819687	0.39842796698052	"FALSE"	1556	28
"ASV_03522"	"ASV_03522"	5218	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas endodontalis"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas endodontalis"	0.751267084651176	10.8422970029603	0.700647878781751	0.402566083196556	0.614934277810392	0.395162817875256	"FALSE"	5015	66
"ASV_05554"	"ASV_05554"	33691	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-0.365249071188828	13.3072322427166	0.695548278200306	0.404283592561376	0.615772986357934	0.393313883708741	"FALSE"	29783	192
"ASV_13342"	"ASV_13342"	2342	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	-0.656505416946321	9.15604597670016	0.67578410170622	0.411042244781227	0.62359442142665	0.38611354130506	"FALSE"	2165	30
"ASV_02981"	"ASV_02981"	3918	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens"	-0.71166550256732	10.2411134447491	0.673640282606428	0.411785310543594	0.62359442142665	0.385329149858943	"FALSE"	3852	50
"ASV_16999"	"ASV_16999"	1382	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	0.175908121104185	9.08813445804703	0.669810820780988	0.413117571285969	0.623819369821506	0.383926332619043	"FALSE"	1382	23
"ASV_02983"	"ASV_02983"	11011	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens"	-0.483197872156492	11.9462725879704	0.657138746565892	0.417571894340045	0.628743966620582	0.379268740235203	"FALSE"	10759	127
"ASV_11186"	"ASV_11186"	6334	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.640192604278898	10.5060316749916	0.642958406200421	0.422641541422738	0.633113394445987	0.374027818395865	"FALSE"	6232	44
"ASV_19139"	"ASV_19139"	48050	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.366936362478341	13.7081724358982	0.63950092152902	0.4238915784911	0.633113394445987	0.372745211530802	"FALSE"	47618	196
"ASV_10808"	"ASV_10808"	14533	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.48685030866989	11.8663838866399	0.638987013455363	0.424077852446743	0.633113394445987	0.372554408066884	"FALSE"	14326	124
"ASV_04106"	"ASV_04106"	2861	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	NA	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga"	-0.322194295434162	9.26057630736738	0.629979761582632	0.427362737578137	0.636215148880447	0.369203347332645	"FALSE"	2799	27
"ASV_20550"	"ASV_20550"	6259	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.370995675106421	11.0554696870032	0.621899864787991	0.430342159359682	0.636653680403828	0.366186105276093	"FALSE"	6249	61
"ASV_19129"	"ASV_19129"	24370	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.489117875590664	12.7092920555683	0.621141177148644	0.430623533319815	0.636653680403828	0.365902239929015	"FALSE"	24326	94
"ASV_12419"	"ASV_12419"	5690	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Selenomonas"	"Selenomonas sputigena"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas sputigena"	0.47739491127318	10.3615988136423	0.61936991614256	0.431281525434851	0.636653680403828	0.36523914508508	"FALSE"	5506	56
"ASV_14131"	"ASV_14131"	13353	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.43532280916369	12.1480797106562	0.614871754687556	0.432959382740918	0.637345236604648	0.363552844244528	"FALSE"	13043	136
"ASV_11769"	"ASV_11769"	5829	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	NA	NA	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	-0.396515437188973	10.3796215679414	0.586755798411758	0.443676380480051	0.651302096136453	0.352933690734013	"FALSE"	5374	59
"ASV_14299"	"ASV_14299"	58361	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.340274706868609	13.8084766077124	0.581752413114543	0.445626249577899	0.652347315354313	0.351029234999795	"FALSE"	54543	191
"ASV_09923"	"ASV_09923"	41192	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.324707602268815	13.4693735670496	0.57748925022554	0.447298140868458	0.652980942486642	0.349402906907262	"FALSE"	39195	198
"ASV_09751"	"ASV_09751"	2334	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces"	-0.307625405743621	9.02421978142729	0.571403269311276	0.449701832783928	0.654676425074945	0.347075342438008	"FALSE"	2120	25
